entry_id,chap_id,"trans_english","trans_french","trans_russian","trans_spanish","trans_portugese","concept_eng"
580,19,"help, aid","aider","помощь","ayudar","ajudar",NULL
590,19,"hinder, prevent","empêcher","мешать, препятствовать","impedir, estorbar","impedir, estorvar",NULL
610,19,"custom","coutume","обычай","costumbre","costume, hábito",NULL
620,19,"strife, quarrel","lutte, querelle","ссора","lucha, pleito","disputa, luta",NULL
630,19,"conspiracy, plot","conspiration, complot","заговор","conspiración","conspiração",NULL
650,19,"meet","rencontrer","встречать(ся)","encontrar","encontrar",NULL
720,19,"prostitute","prostituée","проститутка","prostituta","prostituta",NULL
110,20,"fight (vb)","se battre","драться, сражаться","pelear","lutar",NULL
130,20,"war, battle","guerre, bataille","война, битва","guerra, batalla","guerra, batalha",NULL
140,20,"peace","paix","мир","paz","paz",NULL
150,20,"army","armée","армия","ejército, tropas","exército",NULL
170,20,"soldier","soldat","солдат","soldado","soldado",NULL
210,20,"weapons, arms","armes","оружие","armas","armas",NULL
220,20,"club","casse-tête","дубина","macana, garrote","porrete, cacete",NULL
222,20,"battle-ax","hache de guerre","боевой топор","hacha de combate","machado, acha",NULL
230,20,"sling","fronde","праща","honda","funda, estilingue",NULL
240,20,"bow","arc","лук","arco","arco",NULL
250,20,"arrow","flèche","стрела","flecha","flecha",NULL
260,20,"spear","épieu, lance","копье","lanza","lança",NULL
270,20,"sword","épée","меч","espada","espada",NULL
280,20,"gun, cannon","fusil, canon","ружье, пушка","escopeta, cañón","arma, pistola, canhão",NULL
310,20,"armor (defensive)","armure","доспехи","armadura","armadura",NULL
330,20,"helmet","casque","шлем","yelmo","elmo, capacete",NULL
340,20,"shield","bouclier","щит","escudo","escudo",NULL
350,20,"fortress","château-fort, forteresse","крепость","fortaleza, castillo","fortaleza",NULL
360,20,"tower","tour","башня","torre","torre",NULL
410,20,"victory","victoire","победа","victoria","vitória",NULL
420,20,"defeat","défaite, déroute","поражение","derrota","derrota",NULL
430,20,"attack","attaquer","атаковать","atacar","atacar",NULL
440,20,"defend","défendre","обороняться","defender","defender",NULL
450,20,"retreat","fuir, battre en retraite","отступать","huir, retirarse","retirar-se",NULL
460,20,"surrender","céder, se rendre","сдаваться","rendirse","capitular, render-se",NULL
470,20,"captive, prisoner","prisonnier, captit","пленник, заключенный","cautivo, preso","cativo, prisioneiro",NULL
471,20,"guard, sentinel","garde, sentinelle","стража","guardia, centinela","guarda, sentinela",NULL
480,20,"booty, spoils","butin, dépouilles","наргабленное добро","botín","pilhagem",NULL
490,20,"ambush","guet-apens, embuscade","устраивать засаду","acechar, emboscar","emboscada",NULL
510,20,"fisherman","pêcheur","рыбак","pescador","pescador",NULL
520,20,"fishhook","hameçon","рыболовный крючок","anzuelo","anzol",NULL
530,20,"fishing line","ligne (pour pêcher)","леса","cuerda de pescar","linha de pesca, corda",NULL
540,20,"fishnet","filet de pêche","рыбацкая сеть","red, atarraya","rede",NULL
550,20,"fish trap","nasse","ловушка для рыбы","nasa","nassa, armadilha de peixa",NULL
560,20,"bait","appât","приманка","cebo, carnada","isca",NULL
610,20,"hunt","chasser","охотиться","cazar","caçar",NULL
620,20,"shoot","tirer, fusiller","стрелять","tirar, disparar","disparar, fuzilar",NULL
630,20,"miss (target)","rater, manquer","промахнуться","errar, fallar","falhar, errar, não acertar",NULL
640,20,"trap (noun)","piège","ловушка","trampa","cilada, armadilha",NULL
650,20,"trap (vb)","prendre au piège","ловить (ловушкой)","atrapar","armar uma cilada, pegar em armadilha",NULL
110,21,"law","loi, droit","закон","ley","lei",NULL
150,21,"court","cour","суд","tribunal","tribunal",NULL
160,21,"judge (vb)","juger","судить","juzgar","julgar",NULL
170,21,"judgment","jugement","решение суда","juicio","julgamento",NULL
180,21,"judge (noun)","juge","судья","juez","juiz",NULL
210,21,"plaintiff","plaignant","истец","demandante","queixoso",NULL
220,21,"defendant","accusé","ответчик","acusado","réu, acusado",NULL
230,21,"witness","témoin","свидетель","testigo","testemunha",NULL
240,21,"swear","jurer","клясться","jurar","jurar",NULL
250,21,"oath","serment","клятва","juramento","juramento",NULL
310,21,"accuse","accuser","обвинять","acusar, denunciar","acusar",NULL
320,21,"condemn","condamner","осуждать","condenar","condenar",NULL
330,21,"convict (vb)","inculper","объявлять виновным","inculpar, condenar","sentenciar, condenar",NULL
340,21,"acquit","acquitter","оправдывать","absolver, exculpar","absolver",NULL
350,21,"guilty","coupable","виновный","culpable","culpado",NULL
360,21,"innocent","innocent","невиновный","inocente","inocente",NULL
370,21,"penalty, punishment","punition","наказание","castigo","punição, castigo",NULL
380,21,"fine","amende","денежный штраф","multa","multa",NULL
390,21,"prison, jail","prison","тюрьма","cárcel","prisão",NULL
420,21,"murder","meurtre","убийство","asesinar","assassinar",NULL
430,21,"adultery","adultère","прелюбодеяние","adulterio","adultério",NULL
440,21,"rape","viol","изнасилование","violación","violação, estupro",NULL
460,21,"arson","incendie volontaire","поджог","incendio premeditado","incêndio culposo",NULL
470,21,"perjury","parjure","лжесвидетельство","perjurio","perjúrio",NULL
510,21,"steal","voler, dérober","воровать","robar","roubar",NULL
520,21,"thief","voleur","вор","ladrón","ladrão",NULL
110,22,"religion","religion","религия","religión","religião",NULL
120,22,"God","Dieu","Бог","Dios","Deus",NULL
130,22,"temple, church","temple, église","храм, церковь","iglesia","templo, igreja",NULL
140,22,"altar","autel","алтарь","altar","altar",NULL
150,22,"sacrifice, offering","sacrifice, offrande","жертва","ofrenda","sacrifício, oferenda",NULL
160,22,"worship","vénérer, adorer","поклоняться","adorar, culto","adorar",NULL
170,22,"pray","prier","молить(ся)","orar","orar, rezar",NULL
180,22,"priest","prêtre, curé","священник","cura, presbítero","sacerdote",NULL
190,22,"holy, sacred","sacré, saint","священный","sagrado","santo, sagrado",NULL
220,22,"preach","prêcher","проповедовать","predicar","pregar",NULL
230,22,"bless","bénir","благословлять","bendecir","abençoar",NULL
240,22,"curse","maudire","проклинать","maldecir","amaldiçoar",NULL
260,22,"fast (vb)","jeûner","поститься","ayunar","jejuar",NULL
310,22,"heaven","ciel, cieux","небеса, рай","cielo, paraíso","céu",NULL
320,22,"hell","enfer","ад","infierno","inferno",NULL
350,22,"demon (evil spirit)","démon, diable","демон, злой дух","demonio","demônio",NULL
370,22,"idol","idole","идол","ídolo","ídolo",NULL
420,22,"magic, witchcraft, sorcery","magie, sorcellerie","волшебство, колдовство","brujería, hechicería","magia, feitiçaria",NULL
430,22,"sorcerer, witch","sorcier, sorcière","колдунья, ведьма","brujo/bruja, hechicero","feiticeiro, bruxo/bruxa",NULL
440,22,"fairy, elf","fée","фея, yльф","hada, duende","fada",NULL
450,22,"ghost, phantom","fantôme, esprit, revenant","призрак","fantasma","fantasma",NULL
470,22,"omen, portent","présage, augure","знамение","agüero, presagio","agouro, presságio",NULL
